logFC	AveExpr	t	P.Value	adj.P.Val	B	logP	name
-0.15503088333333	6.16745243333333	-1.71615157484261	0.0946905046275062	0.507270560504497	-4.31699803179344	0.294760341273057	C38:5 PC
-0.331052993055553	6.02227722424242	-1.68969389947342	0.0996911082047555	0.521639519676046	-4.35306111259844	0.282629513658284	cystathionine
0.24751791388889	5.93187632727273	1.6461957828873	0.108388147673087	0.549992599355925	-4.41133656988626	0.259643154288498	2-hydroxyglutarate
0.138957376388891	6.11425254545455	1.61408518753082	0.115202076482597	0.549992599355925	-4.45353750930735	0.259643154288498	C18:2 SM
-0.160978126388886	5.92189964545455	-1.61168395104445	0.115725430748414	0.549992599355925	-4.45666513863562	0.259643154288498	C20:3 LPC
-0.172598634722218	5.37352199090909	-1.60903996949164	0.116303942453171	0.549992599355925	-4.46010439413002	0.259643154288498	histidine
0.245400933333336	5.87397812727273	1.60436897666226	0.117331754529264	0.549992599355925	-4.46616868922528	0.259643154288498	N-carbamoyl-beta-alanine
-0.116582530555553	5.90945013939394	-1.5914027141208	0.120223843188822	0.552048259540507	-4.48292436896212	0.258022954995415	malondialdehyde
-0.138470115277776	5.33435326060606	-1.50590566286147	0.14077705259824	0.633496736692082	-4.59049671382829	0.198255617939611	C20:5 CE
-0.139965922222223	5.85851324242424	-1.47440104923789	0.149026613304896	0.649569322378643	-4.62884447890169	0.187374493982826	sarcosine
-0.14288020972222	5.60530179090909	-1.4368240013985	0.159363902392095	0.649569322378643	-4.67366066146295	0.187374493982826	C18:1 LPC
0.252259947222226	5.78305440909091	1.43576952869489	0.159661942173478	0.649569322378643	-4.67490369611801	0.187374493982826	malonylcarnitine
0.174100304166665	6.04735046363636	1.43086260048392	0.161054633784543	0.649569322378643	-4.6806775746331	0.187374493982826	C18:0 LPE
-0.179120840277776	5.81416272424242	-1.42366507811041	0.163114719805536	0.649569322378643	-4.68911540125337	0.187374493982826	NADP
0.178972405555557	5.89903660606061	1.41864530992572	0.164563698819928	0.649569322378643	-4.69497809519741	0.187374493982826	kynurenine
-0.162049486111108	5.71269946060606	-1.4079423914554	0.167686850343927	0.649569322378643	-4.70741749512014	0.187374493982826	butyrobetaine
-0.142280434722222	6.13472182424242	-1.39960237334265	0.170152498967395	0.649569322378643	-4.71705315413326	0.187374493982826	C40:6 PC
0.201779219444448	6.16662865454545	1.39800072163812	0.17062923690556	0.649569322378643	-4.71889785298093	0.187374493982826	C50:0 TAG
-0.280867841666668	6.29376748787879	-1.38936231605967	0.173218485967638	0.649569322378643	-4.72881499288694	0.187374493982826	cytidine
0.110865113888888	5.97724328181818	1.33596976783703	0.189905961421999	0.700472808523766	-4.78890159878386	0.154608718818303	C34:3 PC
-0.280360143055552	5.37082326363636	-1.30361692647772	0.20060237780894	0.710215779066403	-4.82428918178758	0.14860968308292	alpha-glycerophosphocholine
0.149263226388892	6.07738664848485	1.30020421272577	0.201756890106923	0.710215779066403	-4.82797672696263	0.14860968308292	C52:2 TAG
0.259145900000001	6.23542838787879	1.29069360377781	0.205000931480807	0.710215779066403	-4.83820746644559	0.14860968308292	hypoxanthine
-0.144426188888885	5.54471410606061	-1.29019104064358	0.20517344728585	0.710215779066403	-4.83874620676059	0.14860968308292	C22:6 CE
0.163151343055558	6.14002556666667	1.27190105671543	0.21152693108913	0.721114537803853	-4.85822435181658	0.141995748892898	C52:1 TAG
-0.126995894444442	5.37281517272727	-1.25106260753409	0.218944987824572	0.735263018813861	-4.88011081693619	0.133557276988911	uracil
-0.10553870833333	5.72547022424242	-1.24128919991349	0.222490467196439	0.736181692929394	-4.89026314054113	0.133014986615785	C20:4 LPC
-0.126519899999995	5.29897753939394	-1.22800008945749	0.227379791418723	0.736781662956615	-4.90395170767867	0.13266119141036	carnosine
0.138926959722225	5.77045346666667	1.21636885498506	0.231724251743628	0.736781662956615	-4.915822781704	0.13266119141036	putrescine
-0.106820015277775	6.20362870606061	-1.20379968332137	0.236487753694013	0.736781662956615	-4.92853558743792	0.13266119141036	C36:4 PC-B
-0.238967066666666	6.3939117969697	-1.20335276971682	0.236658444997331	0.736781662956615	-4.92898539424328	0.13266119141036	oleylcarnitine
0.0923089819444476	5.97752110606061	1.19712960084655	0.239044717314813	0.736781662956615	-4.93523302907851	0.13266119141036	C22:0 SM
-0.0880282277777793	5.64262445151515	-1.15708244900543	0.254824621629604	0.766731491868439	-4.97472884231242	0.115356698653492	anserine
-0.136063794444445	5.48194380909091	-1.15076195790604	0.257382583202387	0.766731491868439	-4.9808497746748	0.115356698653492	tryptophan
0.20719004861111	5.73132933939394	1.14682598232836	0.258984859475562	0.766731491868439	-4.98464591808164	0.115356698653492	malate
-0.166198456944441	5.97487166060606	-1.12711579886505	0.267116879118213	0.773697710097259	-5.00347582198523	0.111428688516054	serotonin
0.122282859722223	5.65531753333333	1.12448686794834	0.26821520616705	0.773697710097259	-5.00596461203275	0.111428688516054	aspartate
0.27686196527778	5.24838962121212	1.1023050892521	0.277611195626478	0.790664797670349	-5.02675025859081	0.102007596624082	taurodeoxycholate/taurochenodeoxycholate
-0.101379023611108	5.69788868787879	-1.09184892447751	0.282120432943995	0.793463717654987	-5.03641547067978	0.100472927236147	lactate
-0.113547479166663	5.87646405151515	-1.05856754850356	0.296816517393396	0.816041626953241	-5.06661007645734	0.0882876869630661	2-aminoadipate
-0.127261579166663	5.13945880909091	-1.05177457419641	0.299880540668027	0.816041626953241	-5.0726661987695	0.0882876869630661	xanthine
-0.0891703958333343	5.68846003030303	-1.04924154533797	0.301028689053862	0.816041626953241	-5.07491516691107	0.0882876869630661	glycodeoxycholate/glycochenodeoxycholate
-0.19182566388888	6.56047105151515	-1.02307376130057	0.313068323732431	0.838575867140439	-5.09785217058756	0.0764576400466268	C58:8 TAG
0.125923186111112	6.13410894545455	1.00353204471101	0.322272087730308	0.850118721973485	-5.11462771993629	0.0705204193474576	C50:3 TAG
0.195561375000003	5.77215737878788	0.984293047149946	0.331511296087306	0.850118721973485	-5.13084691598664	0.0705204193474576	UDP-galactose/UDP-glucose
-0.106268366666665	6.12925185151515	-0.978587656506001	0.334285196185639	0.850118721973485	-5.13560006029683	0.0705204193474576	adenine
-0.180007202777779	5.89963528484849	-0.961237637498319	0.342816124692502	0.850118721973485	-5.14989448284238	0.0705204193474576	6-phosphogluconate
-0.114371202777774	5.74148121212121	-0.957969149247983	0.344439320205251	0.850118721973485	-5.152560371137	0.0705204193474576	DHAP/glyceraldehyde 3P
-0.0896049694444434	5.93381187272727	-0.948102078666137	0.34937044641405	0.850118721973485	-5.16055631618259	0.0705204193474576	C36:1 PC
-0.127290333333331	6.34658132121212	-0.942259412542581	0.35231226149967	0.850118721973485	-5.16525417326561	0.0705204193474576	C56:4 TAG
0.079540125000003	6.1568379030303	0.941892865122564	0.352497363269732	0.850118721973485	-5.16554798507011	0.0705204193474576	C16:0 SM
-0.0752903486111105	5.54607423939394	-0.939921972903405	0.353493737787853	0.850118721973485	-5.1671259325168	0.0705204193474576	dimethylglycine
0.171777137499995	6.13137310606061	0.928706817524059	0.359198772557334	0.850118721973485	-5.17604557900792	0.0705204193474576	C48:3 TAG
-0.126799209722221	5.34840321818182	-0.923905928987179	0.361659264708222	0.850118721973485	-5.17983285689729	0.0705204193474576	sorbitol
-0.112703670833332	4.83649640606061	-0.916728682149761	0.365358136731633	0.850118721973485	-5.1854601003444	0.0705204193474576	kynurenic acid
-0.186023640277774	6.33692927575758	-0.894303329807937	0.377073192100502	0.850118721973485	-5.2027741821533	0.0705204193474576	stearoylcarnitine
0.133612686111111	6.07787331515151	0.892933896140862	0.377796326945197	0.850118721973485	-5.2038182973526	0.0705204193474576	C22:6 LPE
0.124523230555555	5.68776257272727	0.888126641088663	0.380341858571052	0.850118721973485	-5.20747151495114	0.0705204193474576	glutamine
0.0945501888888911	5.68612294848485	0.870864429156782	0.389572736652098	0.850118721973485	-5.22043504292711	0.0705204193474576	F1P/F6P/G1P/G6P
0.187123945833337	5.79832292424242	0.868687099535124	0.390747058805266	0.850118721973485	-5.2220529582304	0.0705204193474576	valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine
0.120039338888887	6.06304951818182	0.867459994034832	0.391409872714959	0.850118721973485	-5.22296308690573	0.0705204193474576	C16:0 LPE
-0.109640204166666	5.3165386969697	-0.858683879424994	0.396170943679129	0.850118721973485	-5.22943646068932	0.0705204193474576	lactose
-0.104648584722219	5.94224597272727	-0.852378766126613	0.399613883450789	0.850118721973485	-5.23404842473874	0.0705204193474576	C38:2 PC
-0.129189854166665	6.03026419090909	-0.852187105969286	0.399718833351266	0.850118721973485	-5.23418810918379	0.0705204193474576	GABA
-0.0952623861111093	5.39851735757576	-0.850760839045861	0.400500375685286	0.850118721973485	-5.23522664929177	0.0705204193474576	tyrosine
0.129484059722224	5.77058233030303	0.84146649239181	0.405616735990987	0.850454833365155	-5.24195365384388	0.0703487462973275	glutathione reduced
-0.101024018055553	5.40558949090909	-0.832884295496455	0.410377029524217	0.850454833365155	-5.24810249266804	0.0703487462973275	phenylalanine
-0.146974912499999	5.67557271212121	-0.82937403665944	0.41233399477095	0.850454833365155	-5.25060009245828	0.0703487462973275	propionylcarnitine
-0.121191955555554	6.37571248181818	-0.806932012815846	0.424981095895078	0.850454833365155	-5.26632906957663	0.0703487462973275	C54:7 TAG
0.119888273611115	5.69000343939394	0.802058076136406	0.42775868798985	0.850454833365155	-5.26969038761512	0.0703487462973275	glutathione oxidized
-0.12677726805555	5.81745862727273	-0.800536892777668	0.428627840531611	0.850454833365155	-5.27073547231488	0.0703487462973275	sucrose
-0.060437868055554	5.99952092424242	-0.797868172753457	0.430155239971352	0.850454833365155	-5.27256433681239	0.0703487462973275	adipate
-0.106427554166665	5.32149059090909	-0.791839120180751	0.433617971115879	0.850454833365155	-5.2766744328028	0.0703487462973275	thiamine
-0.0753791666666652	5.77239274545455	-0.790001165409684	0.434676914831079	0.850454833365155	-5.27792143730803	0.0703487462973275	beta-alanine
0.0937826597222227	5.43932098484848	0.771160450294427	0.445621470839919	0.864351990853291	-5.29054364820257	0.0633093633604416	hexoses (HILIC pos)
0.13928046805556	5.81320043636364	0.763081986023355	0.450363937116652	0.864687221222709	-5.2958659209937	0.0631409591965428	butyrylcarnitine/isobutyrylcarnitine
-0.0701442083333301	6.07292326969697	-0.757800614986816	0.453480409352354	0.864687221222709	-5.29931621093552	0.0631409591965428	C34:4 PC
-0.0609996458333324	6.18983464545455	-0.739782590279298	0.464207556038992	0.869035707009371	-5.31091331500591	0.0609623788579539	arachidonyl_carnitine
-0.162626527777778	6.55777822727273	-0.728985423339249	0.470705641731156	0.869035707009371	-5.31773365407671	0.0609623788579539	palmitoylcarnitine
0.106458718055558	5.9120606	0.699489856529114	0.488721104830857	0.869035707009371	-5.33587073330064	0.0609623788579539	hexanoylcarnitine
0.0549114833333348	5.97695914242424	0.693159304606496	0.492637613905068	0.869035707009371	-5.33966884975998	0.0609623788579539	C32:1 PC
-0.0798063972222227	5.85141722727273	-0.687614002907355	0.496082669119945	0.869035707009371	-5.34296832467236	0.0609623788579539	C34:1 DAG
-0.0992601361111092	5.52014054545455	-0.681499818868363	0.499896619708859	0.869035707009371	-5.34657647485432	0.0609623788579539	hippurate
-0.0797413222222216	5.33623333333333	-0.680770750656377	0.500352482920094	0.869035707009371	-5.34700463075409	0.0609623788579539	lysine
-0.12840028472222	6.49669286969697	-0.667744355268314	0.508536060090004	0.869035707009371	-5.35457953337208	0.0609623788579539	myristoylcarnitine
-0.113270686111109	6.40285496969697	-0.665821897623696	0.509749970312679	0.869035707009371	-5.35568540742886	0.0609623788579539	C56:5 TAG
-0.0735135749999971	6.02581828484848	-0.664933357622135	0.510311560557696	0.869035707009371	-5.35619548358853	0.0609623788579539	thymine
0.187388173611115	5.64886783636364	0.662313700188811	0.511969241526469	0.869035707009371	-5.35769547204635	0.0609623788579539	acetylcholine
-0.133108766666663	6.24566360909091	-0.661707859737327	0.512353024878999	0.869035707009371	-5.35804155018362	0.0609623788579539	GMP
-0.0684083208333313	5.94913960606061	-0.658516436596578	0.514377281792891	0.869035707009371	-5.35985952212514	0.0609623788579539	C20:4 LPE
-0.0837303513888861	5.77015967878788	-0.637293768463867	0.527947854717992	0.869035707009371	-5.3717312224232	0.0609623788579539	threonine
-0.0618917138888859	6.0526938	-0.634546770242641	0.529718191468106	0.869035707009371	-5.37324017012928	0.0609623788579539	3-methyladipate/pimelate
-0.102380348611111	5.56475625757576	-0.627246576049668	0.534438126126983	0.869035707009371	-5.37721934080548	0.0609623788579539	ornithine
0.0846601097222237	6.31989263333333	0.623421985223035	0.536919712737039	0.869035707009371	-5.37928611355228	0.0609623788579539	lauroylcarnitine
0.0575523750000029	6.07576522727273	0.622587465047583	0.537461992594731	0.869035707009371	-5.37973544154111	0.0609623788579539	C14:0 LPC
0.0959198486111132	6.21657828787879	0.620420243238969	0.538871613558107	0.869035707009371	-5.38089958898247	0.0609623788579539	cotinine
0.0458039624999991	5.94470422727273	0.618010350409856	0.540441338874363	0.869035707009371	-5.38218943837142	0.0609623788579539	C34:2 PC
-0.0659927722222173	6.15327668787879	-0.604866370476585	0.549044629038233	0.869035707009371	-5.38913823186371	0.0609623788579539	C56:3 TAG
-0.0955188374999976	5.65625044545455	-0.603690146474574	0.549817936897198	0.869035707009371	-5.38975295054529	0.0609623788579539	isocitrate
0.0910127236111142	5.72344710606061	0.598707781079452	0.553099779903343	0.869035707009371	-5.39234386977929	0.0609623788579539	asparagine
0.0849192652777804	6.28633024545455	0.598315461252429	0.5533586221278	0.869035707009371	-5.39254699183702	0.0609623788579539	C54:1 TAG
-0.0733510347222213	6.01908421818182	-0.595702613040722	0.555084086168059	0.869035707009371	-5.39389646381369	0.0609623788579539	inosine
-0.0726942166666653	5.58859235454545	-0.594040920625198	0.556182852485997	0.869035707009371	-5.39475168337812	0.0609623788579539	alanine
0.0687899069444446	5.62566068787879	0.586161447138388	0.561408024188054	0.871150382360774	-5.39877518728853	0.0599068684228247	alpha-ketoglutarate
-0.0481483972222225	5.62964996060606	-0.580055797297198	0.565473851846812	0.871449429215977	-5.40185677403835	0.0597578102174269	C22:6 LPC
-0.0459896583333288	5.76632479090909	-0.568540352792605	0.573182022493075	0.875272676765254	-5.40758276029368	0.0578566286161272	C16:1 SM
-0.091418913888889	5.51003109393939	-0.564743455673724	0.575734916272256	0.875272676765254	-5.40944608992086	0.0578566286161272	creatine
-0.0594161680555549	6.0958164030303	-0.544194097657391	0.589647773966847	0.878042640934216	-5.419318267434	0.0564843926670661	inositol
-0.0600323611111078	5.59827488787879	-0.534629610312013	0.596178013246318	0.878042640934216	-5.42379072718123	0.0564843926670661	succinate/methylmalonate
0.0827092000000054	5.82083018787879	0.529120233873472	0.599955110858149	0.878042640934216	-5.42633162395627	0.0564843926670661	acetylcarnitine
0.0366210888888947	5.86251173636364	0.526458396632976	0.601784037226799	0.878042640934216	-5.42754998650526	0.0564843926670661	C14:0 SM
-0.0482048805555539	5.88869430606061	-0.525390225286667	0.602518704879785	0.878042640934216	-5.42803720701844	0.0564843926670661	C16:1 LPC
-0.102915072222221	6.34882403636364	-0.522107011560247	0.604779466636516	0.878042640934216	-5.42952867762025	0.0564843926670661	CMP
0.0776845333333354	5.23325342424242	0.520945059644451	0.605580514495884	0.878042640934216	-5.43005431793605	0.0564843926670661	hexoses (HILIC neg)
0.0504420750000012	5.96516408787879	0.512260038846272	0.611583569694056	0.878042640934216	-5.43394675602933	0.0564843926670661	C36:2 DAG
0.0612351847222223	5.86985124242424	0.503432411875119	0.617713178275363	0.878042640934216	-5.43783714875969	0.0564843926670661	C32:2 PC
-0.0530450944444443	5.70770113939394	-0.500394597870863	0.6198289963673	0.878042640934216	-5.43916054427364	0.0564843926670661	C16:0 LPC
0.0633929013888892	5.82083972727273	0.485437701841793	0.630294003162156	0.878042640934216	-5.44556137161869	0.0564843926670661	fumarate/maleate/alpha-ketoisovalerate
0.0483102861111133	5.33346699090909	0.479855277926488	0.634219951217566	0.878042640934216	-5.44790134870233	0.0564843926670661	pyroglutamic acid
0.0594881097222251	5.46804867575758	0.478001576363929	0.635525985810825	0.878042640934216	-5.44867246379477	0.0564843926670661	niacinamide
0.059969225000005	6.11877751818182	0.477696252641777	0.635741216646884	0.878042640934216	-5.44879919223875	0.0564843926670661	C18:0 SM
-0.0655173374999993	5.95626173939394	-0.463447280214316	0.645821094375928	0.878042640934216	-5.4546246003142	0.0564843926670661	guanosine
0.0547284402777786	6.21969090909091	0.462541094425124	0.646464464619992	0.878042640934216	-5.45498919260078	0.0564843926670661	C54:2 TAG
-0.101726669444444	6.43399795454545	-0.44495953639186	0.659000978028884	0.878042640934216	-5.4619235182518	0.0564843926670661	UMP
0.0452651416666692	6.1147725969697	0.438771137271392	0.663437716464783	0.878042640934216	-5.46430115341549	0.0564843926670661	5-HIAA
0.0476877597222192	6.06676554848485	0.433675815001986	0.667100042379969	0.878042640934216	-5.46623412608579	0.0564843926670661	C52:3 TAG
-0.0388772194444407	6.0950621969697	-0.433301194021065	0.667369633662776	0.878042640934216	-5.46637536274983	0.0564843926670661	alpha-hydroxybutyrate
-0.0539280708333294	6.31147701515152	-0.432094383835552	0.66823840352288	0.878042640934216	-5.46682952476902	0.0564843926670661	C56:8 TAG
0.0563515791666687	5.58387503333333	0.422571242027527	0.675110181161659	0.878042640934216	-5.47036947141451	0.0564843926670661	carnitine
-0.0337659708333353	6.02360833636364	-0.422162773746576	0.675405564115837	0.878042640934216	-5.47051956315816	0.0564843926670661	C36:3 PC
-0.0391222583333279	6.14008955151515	-0.418702517364627	0.677909926751972	0.878042640934216	-5.47178527702251	0.0564843926670661	trimethylamine-N-oxide
0.069755197222225	6.14338306969697	0.418621871645718	0.677968338518103	0.878042640934216	-5.47181465327122	0.0564843926670661	C24:0 SM
0.0465112361111117	6.12553815757576	0.412232896170194	0.682602261753814	0.878042640934216	-5.47412413502444	0.0564843926670661	C54:3 TAG
-0.0616895847222212	6.40430893030303	-0.411792622957819	0.682922054059946	0.878042640934216	-5.47428199065263	0.0564843926670661	C54:5 TAG
-0.0381791277777754	6.11993392727273	-0.40402609084993	0.68857297578615	0.88027795199934	-5.47703916332778	0.0553801756229194	acetylglycine
-0.0666124694444381	6.43885192121212	-0.388521246116473	0.699908342531046	0.887306876451222	-5.48238805424545	0.0519261527724498	C56:7 TAG
-0.0806955388888868	5.76842737575758	-0.385727502444265	0.701958328925856	0.887306876451222	-5.48332980823765	0.0519261527724498	cis/trans-hydroxyproline
-0.0319417430555564	5.3279797030303	-0.360050001344586	0.720904072275436	0.898434724426657	-5.49167005542683	0.0465134709769545	leucine
-0.0310968069444462	5.32779714848485	-0.351431370824412	0.727304136584463	0.898434724426657	-5.49434178485859	0.0465134709769545	isoleucine
0.0230386847222244	5.97144344848485	0.350945753013764	0.727665344703058	0.898434724426657	-5.494490412693	0.0465134709769545	C34:1 PC
0.0848065986111139	6.35784121818182	0.348838106263145	0.729233766321563	0.898434724426657	-5.49513311434558	0.0465134709769545	alpha-glycerophosphate
-0.0236418333333326	6.06591126060606	-0.346833092910788	0.730726909200348	0.898434724426657	-5.4957409535375	0.0465134709769545	C22:1 SM
0.035386904166665	6.03351126969697	0.337552833174638	0.737651735890935	0.902019785736198	-5.49850905419062	0.0447839361367624	C24:1 SM
-0.0271647347222235	5.54241848181818	-0.326425671962964	0.745983995972172	0.907277832939128	-5.50172977867567	0.042259699890738	thyroxine
0.0450409069444468	6.16944718787879	0.314027416758877	0.755304630016173	0.913674955664726	-5.50519210914483	0.0392082791767475	5-adenosylhomocysteine
-0.0281279083333326	6.17467229393939	-0.302307690435464	0.764149449999842	0.91692948654224	-5.50834246294365	0.0376640610399888	C38:6 PC
0.0390677222222253	5.7274724	0.299668747061253	0.766145526533071	0.91692948654224	-5.50903540217949	0.0376640610399888	adenosine
-0.0354321861111115	6.14621188484849	-0.269873594697298	0.788791582701972	0.933326400958921	-5.51643971829721	0.0299664491308017	4-pyridoxate
0.0354679888888896	6.01897805454545	0.263179180326122	0.793906205833634	0.933326400958921	-5.51799725217856	0.0299664491308017	taurine
-0.0350536041666665	5.60681963030303	-0.260391389661585	0.796038856442767	0.933326400958921	-5.51863437726967	0.0299664491308017	aconitate
0.0209905458333335	6.02715664848485	0.25986917139225	0.79643852881828	0.933326400958921	-5.51875297440786	0.0299664491308017	choline
0.0249359875000019	5.96050646969697	0.23947927141931	0.81208611526914	0.946732517800811	-5.52319818175954	0.02377270574	C32:0 PC
-0.0236356652777765	5.29590613030303	-0.226060220683338	0.82242741411143	0.951766704759993	-5.52592630947556	0.0214694920061922	methionine
-0.0286494749999999	6.26377078181818	-0.221384385865957	0.826038480955097	0.951766704759993	-5.52684009074991	0.0214694920061922	C54:4 TAG
-0.0317913374999979	6.08499547272727	-0.217431075979891	0.829094551702039	0.951766704759993	-5.52759781809249	0.0214694920061922	pipecolic acid
0.0308285319444472	6.35744189393939	0.203546391093407	0.839849045313589	0.955737641612567	-5.53015120882684	0.0196613090182392	C52:5 TAG
0.0449106638888885	5.66895938787879	0.196983421173591	0.844943445098723	0.955737641612567	-5.53129966927485	0.0196613090182392	thymidine
0.0178748416666679	5.99942071515152	0.193926064143442	0.847318992336679	0.955737641612567	-5.53182186041115	0.0196613090182392	C18:1 SM
0.0630688055555577	4.77448523333333	0.191063407259918	0.849544570322281	0.955737641612567	-5.53230341010249	0.0196613090182392	1-methylnicotinamide
-0.0145426819444454	5.91857055151515	-0.175407117330949	0.861738220581459	0.959973139289171	-5.53481066216858	0.0177409186496974	anthranilic acid
-0.0282419458333347	5.94442246363636	-0.175273355102559	0.861842551717389	0.959973139289171	-5.53483116222396	0.0177409186496974	homocysteine
-0.0236456708333286	6.37745641818182	-0.151834771011307	0.880161161891844	0.975548085840714	-5.53818225019628	0.0107513188880301	C56:6 TAG
0.0108088777777766	5.88412574242424	0.134524669018697	0.893733632791161	0.985597500806995	-5.54034926196557	0.00630040642468556	erythrose-4-phosphate
-0.0092215111111047	6.00634934242424	-0.120641154808031	0.904643074490482	0.985597500806995	-5.54189818788879	0.00630040642468556	C36:1 DAG
0.0112611708333343	6.00268479090909	0.112935791489553	0.910706067508341	0.985597500806995	-5.54268517689163	0.00630040642468556	C18:1 LPE
